"","srid","is_geographic","has_flipped_axes","spheroid","prime_meridian","datum","projection","unit","axis_1_name","axis_1_orientation","axis_2_name","axis_2_orientation"
"215",2223,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","foot","X","East","Y","North"
"216",2224,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","foot","X","East","Y","North"
"217",2225,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"218",2226,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"219",2227,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"220",2228,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"221",2229,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"222",2230,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"223",2231,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"224",2232,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"225",2233,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"226",2234,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"227",2235,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","US survey foot","X","East","Y","North"
"228",2236,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","US survey foot","X","East","Y","North"
"229",2237,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","US survey foot","X","East","Y","North"
"230",2238,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"231",2239,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","US survey foot","X","East","Y","North"
"232",2240,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","US survey foot","X","East","Y","North"
"233",2241,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","US survey foot","X","East","Y","North"
"234",2242,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","US survey foot","X","East","Y","North"
"235",2243,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","US survey foot","X","East","Y","North"
"236",2244,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","US survey foot","X","East","Y","North"
"237",2245,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","US survey foot","X","East","Y","North"
"238",2246,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"239",2247,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"240",2248,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"241",2249,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"242",2250,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"243",2251,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","foot","X","East","Y","North"
"244",2252,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","foot","X","East","Y","North"
"245",2253,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","foot","X","East","Y","North"
"246",2254,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","US survey foot","X","East","Y","North"
"247",2255,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","US survey foot","X","East","Y","North"
"248",2256,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","foot","X","East","Y","North"
"249",2257,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","US survey foot","X","East","Y","North"
"250",2258,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","US survey foot","X","East","Y","North"
"251",2259,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","US survey foot","X","East","Y","North"
"252",2260,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","US survey foot","X","East","Y","North"
"253",2261,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","US survey foot","X","East","Y","North"
"254",2262,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Transverse_Mercator","US survey foot","X","East","Y","North"
"255",2263,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"256",2264,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"257",2265,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","foot","X","East","Y","North"
"258",2266,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","foot","X","East","Y","North"
"259",2267,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"260",2268,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"261",2269,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","foot","X","East","Y","North"
"262",2270,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","foot","X","East","Y","North"
"263",2271,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"264",2272,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"265",2273,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","foot","X","East","Y","North"
"266",2274,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"267",2275,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"268",2276,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"269",2277,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"270",2278,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"271",2279,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"272",2280,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","foot","X","East","Y","North"
"273",2281,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","foot","X","East","Y","North"
"274",2282,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","foot","X","East","Y","North"
"275",2283,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"276",2284,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"277",2285,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"278",2286,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"279",2287,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"280",2288,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"281",2289,0,0,"GRS 1980","Greenwich","North_American_Datum_1983","Lambert_Conformal_Conic_2SP","US survey foot","X","East","Y","North"
"282",2290,0,0,"Average Terrestrial System 1977","Greenwich","Average_Terrestrial_System_1977","Oblique_Stereographic","metre","E(X)","East","N(Y)","North"
"283",2291,0,0,"Average Terrestrial System 1977","Greenwich","Average_Terrestrial_System_1977","Oblique_Stereographic","metre","E(X)","East","N(Y)","North"
"284",2292,0,0,"GRS 1980","Greenwich","NAD83_Canadian_Spatial_Reference_System","Oblique_Stereographic","metre","E(X)","East","N(Y)","North"
"285",2294,0,0,"Average Terrestrial System 1977","Greenwich","Average_Terrestrial_System_1977","Transverse_Mercator","metre","Easting","East","Northing","North"
"286",2295,0,0,"Average Terrestrial System 1977","Greenwich","Average_Terrestrial_System_1977","Transverse_Mercator","metre","Easting","East","Northing","North"
"287",2308,0,0,"Bessel 1841","Greenwich","Batavia","Transverse_Mercator","metre","Easting","East","Northing","North"
"288",2309,0,0,"WGS 84","Greenwich","WGS_1984","Transverse_Mercator","metre","Easting","East","Northing","North"
"289",2310,0,0,"WGS 84","Greenwich","WGS_1984","Transverse_Mercator","metre","Easting","East","Northing","North"
"290",2311,0,0,"WGS 84","Greenwich","WGS_1984","Transverse_Mercator","metre","Easting","East","Northing","North"
"291",2312,0,0,"Clarke 1880 (RGS)","Greenwich","Garoua","Transverse_Mercator","metre","Easting","East","Northing","North"
"292",2313,0,0,"Clarke 1880 (RGS)","Greenwich","Kousseri","Transverse_Mercator","metre","Easting","East","Northing","North"
"293",2314,0,0,"Clarke 1858","Greenwich","Trinidad_1903","Cassini_Soldner","Clarke's foot","Easting","East","Northing","North"
"294",2315,0,0,"International 1924","Greenwich","Campo_Inchauspe","Transverse_Mercator","metre","Easting","East","Northing","North"
"295",2316,0,0,"International 1924","Greenwich","Campo_Inchauspe","Transverse_Mercator","metre","Easting","East","Northing","North"
"296",2317,0,0,"International 1924","Greenwich","Provisional_South_American_Datum_1956","Lambert_Conformal_Conic_2SP","metre","X","East","Y","North"
"297",2318,0,0,"International 1924","Greenwich","Ain_el_Abd_1970","Lambert_Conformal_Conic_2SP","metre","Easting","East","Northing","North"
"298",2319,0,1,"International 1924","Greenwich","European_Datum_1950","Transverse_Mercator","metre","X","North","Y","East"
"299",2320,0,1,"International 1924","Greenwich","European_Datum_1950","Transverse_Mercator","metre","X","North","Y","East"
"300",2321,0,1,"International 1924","Greenwich","European_Datum_1950","Transverse_Mercator","metre","X","North","Y","East"
"301",2322,0,1,"International 1924","Greenwich","European_Datum_1950","Transverse_Mercator","metre","X","North","Y","East"
"302",2323,0,1,"International 1924","Greenwich","European_Datum_1950","Transverse_Mercator","metre","X","North","Y","East"
"303",2324,0,1,"International 1924","Greenwich","European_Datum_1950","Transverse_Mercator","metre","X","North","Y","East"
"304",2325,0,1,"International 1924","Greenwich","European_Datum_1950","Transverse_Mercator","metre","X","North","Y","East"
"305",2326,0,1,"International 1924","Greenwich","Hong_Kong_1980","Transverse_Mercator","metre","Northing","North","Easting","East"
"306",2327,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"307",2328,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"308",2329,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"309",2330,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"310",2331,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"311",2332,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"312",2333,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"313",2334,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"314",2335,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"315",2336,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"316",2337,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"317",2338,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"318",2339,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"319",2340,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"320",2341,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"321",2342,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"322",2343,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"323",2344,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"324",2345,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"325",2346,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"326",2347,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"327",2348,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"328",2349,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"329",2350,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"330",2351,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"331",2352,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"332",2353,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"333",2354,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"334",2355,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"335",2356,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"336",2357,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"337",2358,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"338",2359,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"339",2360,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"340",2361,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"341",2362,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"342",2363,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"343",2364,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"344",2365,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"345",2366,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"346",2367,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"347",2368,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"348",2369,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"349",2370,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
"350",2371,0,1,"IAG 1975","Greenwich","Xian_1980","Transverse_Mercator","metre","X","North","Y","East"
